12.9%,"Control Name",Media/Label,Asset(s),Answer,Notes
,"Domain/Device Authentication",Pager,www,,
,"Domain/Device Authentication","USB key or flash drive",www,,
0%,"Employee Supervision",,,,0
,"Employee Supervision","Desktop or Laptop",www,,
,"Employee Supervision","Disk Array",www,,
,"Employee Supervision",Laptop,www,,
100%,"Encryption of Backup Media",,,,0
,"Encryption of Backup Media","Backup Media",www,No,
0%,"Encryption of Device",,,,0
,"Encryption of Device",Laptop,www,,
,"Encryption of Device",Pager,www,,
,"Encryption of Device","USB key or flash drive",www,,
0%,"Encryption of Disks (Full Disk, File Based, etc.)",,,,0
,"Encryption of Disks (Full Disk, File Based, etc.)","Desktop or Laptop",www,,
,"Encryption of Disks (Full Disk, File Based, etc.)","Disk Array",www,,
,"Encryption of Disks (Full Disk, File Based, etc.)",Laptop,www,,
0%,"Encryption of Network Traffic",,,,0
,"Encryption of Network Traffic","Desktop or Laptop",www,,
,"Encryption of Network Traffic","Disk Array",www,,
,"Encryption of Network Traffic",Laptop,www,,
0%,"Endpoint Firewalls Enabled",,,,0
,"Endpoint Firewalls Enabled","Desktop or Laptop",www,,
,"Endpoint Firewalls Enabled","Disk Array",www,,
,"Endpoint Firewalls Enabled",Laptop,www,,
0%,"Environmental Controls",,,,0
,"Environmental Controls","Desktop or Laptop",www,,
,"Environmental Controls",Laptop,www,,
0%,"Error Message Sanitization",,,,0
,"Error Message Sanitization","Desktop or Laptop",www,,
,"Error Message Sanitization",Laptop,www,,
0%,"Event Correlation",,,,0
,"Event Correlation","Desktop or Laptop",www,,
,"Event Correlation",Laptop,www,,
0%,"Fake Data to Attract Misuse (Honeypot Records)",,,,0
,"Fake Data to Attract Misuse (Honeypot Records)","Desktop or Laptop",www,,
,"Fake Data to Attract Misuse (Honeypot Records)","Disk Array",www,,
,"Fake Data to Attract Misuse (Honeypot Records)",Laptop,www,,
0%,"Fire Detection/Suppression Systems",,,,0
,"Fire Detection/Suppression Systems","Desktop or Laptop",www,,
,"Fire Detection/Suppression Systems","Disk Array",www,,
,"Fire Detection/Suppression Systems",Laptop,www,,
,"Fire Detection/Suppression Systems","USB key or flash drive",www,,
0%,"Firmware Patching",,,,0
,"Firmware Patching","Desktop or Laptop",www,,
,"Firmware Patching",Laptop,www,,
0%,"Identification and Authentication Policy and Procedures",,,,0
,"Identification and Authentication Policy and Procedures","Desktop or Laptop",www,,
,"Identification and Authentication Policy and Procedures","Disk Array",www,,
,"Identification and Authentication Policy and Procedures",Laptop,www,,
0%,"Identified Security Roles",,,,0
,"Identified Security Roles","Desktop or Laptop",www,,
,"Identified Security Roles","Disk Array",www,,
,"Identified Security Roles",Laptop,www,,
0%,"Information Access Control Policy and Procedures",,,,0
,"Information Access Control Policy and Procedures","Desktop or Laptop",www,,
,"Information Access Control Policy and Procedures","Disk Array",www,,
,"Information Access Control Policy and Procedures",Laptop,www,,
0%,"Information Disclosure Procedures",,,,0
,"Information Disclosure Procedures","Desktop or Laptop",www,,
,"Information Disclosure Procedures","Disk Array",www,,
,"Information Disclosure Procedures",Laptop,www,,
0%,"Internal IT Audit Program",,,,0
,"Internal IT Audit Program","Desktop or Laptop",www,,
,"Internal IT Audit Program","Disk Array",www,,
,"Internal IT Audit Program",Laptop,www,,
17%,"Inventory Control Process",,,,0
,"Inventory Control Process","Backup Media",www,In_progress,
,"Inventory Control Process","Desktop or Laptop",www,,
,"Inventory Control Process","Disk Array",www,,
,"Inventory Control Process",Laptop,www,,
,"Inventory Control Process",Pager,www,,
,"Inventory Control Process","USB key or flash drive",www,,
0%,"Lights-out/Hands-off Management",,,,0
,"Lights-out/Hands-off Management","Desktop or Laptop",www,,
,"Lights-out/Hands-off Management","Disk Array",www,,
,"Lights-out/Hands-off Management",Laptop,www,,
0%,"Limitations on the Use of Live Data",,,,0
,"Limitations on the Use of Live Data","Desktop or Laptop",www,,
,"Limitations on the Use of Live Data",Laptop,www,,
0%,"Limited Access to Network Cabling and Devices",,,,0
,"Limited Access to Network Cabling and Devices","Desktop or Laptop",www,,
,"Limited Access to Network Cabling and Devices","Disk Array",www,,
,"Limited Access to Network Cabling and Devices",Laptop,www,,
0%,"Limited Access to Output Devices (Printers, etc.)",,,,0
,"Limited Access to Output Devices (Printers, etc.)","Desktop or Laptop",www,,
,"Limited Access to Output Devices (Printers, etc.)",Laptop,www,,
0%,"Limited User Accessibility (By Time of Day, By Location, etc.)",,,,0
,"Limited User Accessibility (By Time of Day, By Location, etc.)","Desktop or Laptop",www,,
,"Limited User Accessibility (By Time of Day, By Location, etc.)","Disk Array",www,,
,"Limited User Accessibility (By Time of Day, By Location, etc.)",Laptop,www,,
0%,"Locally-stored Backups of Third-party Hosted Data",,,,0
,"Locally-stored Backups of Third-party Hosted Data","Contractors / Consultants",www,,
0%,"Locked Down External Ports (USB, CD, DVD, Firewire, etc.)",,,,0
,"Locked Down External Ports (USB, CD, DVD, Firewire, etc.)","Desktop or Laptop",www,,
,"Locked Down External Ports (USB, CD, DVD, Firewire, etc.)","Disk Array",www,,
,"Locked Down External Ports (USB, CD, DVD, Firewire, etc.)",Laptop,www,,
0%,"Log Aggregation and Analysis",,,,0
,"Log Aggregation and Analysis","Desktop or Laptop",www,,
,"Log Aggregation and Analysis","Disk Array",www,,
,"Log Aggregation and Analysis",Laptop,www,,
17%,"Media/Device Re-use and Disposal Policy and Procedures",,,,0
,"Media/Device Re-use and Disposal Policy and Procedures","Backup Media",www,Yes,
,"Media/Device Re-use and Disposal Policy and Procedures","Desktop or Laptop",www,,
,"Media/Device Re-use and Disposal Policy and Procedures","Disk Array",www,,
,"Media/Device Re-use and Disposal Policy and Procedures",Laptop,www,,
,"Media/Device Re-use and Disposal Policy and Procedures",Pager,www,,
,"Media/Device Re-use and Disposal Policy and Procedures","USB key or flash drive",www,,
0%,"Multi-factor Authentication",,,,0
,"Multi-factor Authentication","Desktop or Laptop",www,,
,"Multi-factor Authentication",Laptop,www,,
0%,"Network and System Penetration and Vulnerability Testing",,,,0
,"Network and System Penetration and Vulnerability Testing","Disk Array",www,,
0%,"Network Disconnect of Idle Connections",,,,0
,"Network Disconnect of Idle Connections","Desktop or Laptop",www,,
,"Network Disconnect of Idle Connections","Disk Array",www,,
,"Network Disconnect of Idle Connections",Laptop,www,,
0%,"Network Firewalls",,,,0
,"Network Firewalls","Desktop or Laptop",www,,
,"Network Firewalls","Disk Array",www,,
,"Network Firewalls",Laptop,www,,
0%,"Network Intrusion Detection System",,,,0
,"Network Intrusion Detection System","Desktop or Laptop",www,,
,"Network Intrusion Detection System",Laptop,www,,
0%,"Network Segmentation",,,,0
,"Network Segmentation","Desktop or Laptop",www,,
,"Network Segmentation","Disk Array",www,,
,"Network Segmentation",Laptop,www,,
0%,"Network Traffic Throttling",,,,0
,"Network Traffic Throttling","Desktop or Laptop",www,,
,"Network Traffic Throttling","Disk Array",www,,
,"Network Traffic Throttling",Laptop,www,,
100%,"Offsite Backup Media Storage",,,,0
,"Offsite Backup Media Storage","Backup Media",www,In_progress,
0%,"On-call Technical Resources",,,,0
,"On-call Technical Resources","Desktop or Laptop",www,,
,"On-call Technical Resources","Disk Array",www,,
,"On-call Technical Resources",Laptop,www,,
0%,"On-site Generator",,,,0
,"On-site Generator","Desktop or Laptop",www,,
,"On-site Generator","Disk Array",www,,
,"On-site Generator",Laptop,www,,
0%,"Operating System Patching",,,,0
,"Operating System Patching","Desktop or Laptop",www,,
,"Operating System Patching",Laptop,www,,
0%,"OS/Application Patching Policy and Procedures",,,,0
,"OS/Application Patching Policy and Procedures","Desktop or Laptop",www,,
,"OS/Application Patching Policy and Procedures","Disk Array",www,,
,"OS/Application Patching Policy and Procedures",Laptop,www,,
0%,"Password Change Required on 1st Login",,,,0
,"Password Change Required on 1st Login","Desktop or Laptop",www,,
,"Password Change Required on 1st Login",Laptop,www,,
0%,"Password Strength Requirements",,,,0
,"Password Strength Requirements","Desktop or Laptop",www,,
,"Password Strength Requirements","Disk Array",www,,
,"Password Strength Requirements",Laptop,www,,
0%,"Password/Token Management Policy and Procedures",,,,0
,"Password/Token Management Policy and Procedures","Desktop or Laptop",www,,
,"Password/Token Management Policy and Procedures","Disk Array",www,,
,"Password/Token Management Policy and Procedures",Laptop,www,,
100%,"Physical Access Authorization",,,,1
,"Physical Access Authorization","Backup Media",www,Yes,
,"Physical Access Authorization","Desktop or Laptop",www,Yes,
,"Physical Access Authorization","Disk Array",www,Yes,
,"Physical Access Authorization",Laptop,www,Yes,
25%,"Physical Access Control",,,,0
,"Physical Access Control","Backup Media",www,No,
,"Physical Access Control","Desktop or Laptop",www,,
,"Physical Access Control","Disk Array",www,,
,"Physical Access Control",Laptop,www,,
25%,"Physical Access Monitoring",,,,0
,"Physical Access Monitoring","Backup Media",www,Yes,
,"Physical Access Monitoring","Desktop or Laptop",www,,
,"Physical Access Monitoring","Disk Array",www,,
,"Physical Access Monitoring",Laptop,www,,
0%,"Physical Security Policy and Procedures",,,,0
,"Physical Security Policy and Procedures","Desktop or Laptop",www,,
,"Physical Security Policy and Procedures","Disk Array",www,,
,"Physical Security Policy and Procedures",Laptop,www,,
0%,"Physically Hardened Or Ruggedized Systems",,,,0
,"Physically Hardened Or Ruggedized Systems","Desktop or Laptop",www,,
,"Physically Hardened Or Ruggedized Systems","Disk Array",www,,
,"Physically Hardened Or Ruggedized Systems",Laptop,www,,
0%,"Physically Secured Demarcation Points",,,,0
,"Physically Secured Demarcation Points","Disk Array",www,,
0%,"Physically Securing Devices or Systems When Not in Use",,,,0
,"Physically Securing Devices or Systems When Not in Use","Desktop or Laptop",www,,
,"Physically Securing Devices or Systems When Not in Use",Laptop,www,,
,"Physically Securing Devices or Systems When Not in Use",Pager,www,,
,"Physically Securing Devices or Systems When Not in Use","USB key or flash drive",www,,
0%,"Prevention of Simultaneous User Logins",,,,0
,"Prevention of Simultaneous User Logins","Desktop or Laptop",www,,
,"Prevention of Simultaneous User Logins","Disk Array",www,,
,"Prevention of Simultaneous User Logins",Laptop,www,,
0%,"Prevention of User Storing Data Locally (Terminals, VDI, etc.)",,,,0
,"Prevention of User Storing Data Locally (Terminals, VDI, etc.)","Contractors / Consultants",www,,
,"Prevention of User Storing Data Locally (Terminals, VDI, etc.)","Desktop or Laptop",www,,
,"Prevention of User Storing Data Locally (Terminals, VDI, etc.)","Disk Array",www,,
,"Prevention of User Storing Data Locally (Terminals, VDI, etc.)",Laptop,www,,
0%,"Principle of Least Privilege",,,,0
,"Principle of Least Privilege","Desktop or Laptop",www,,
,"Principle of Least Privilege","Disk Array",www,,
,"Principle of Least Privilege",Laptop,www,,
0%,"Privileged Account Management",,,,0
,"Privileged Account Management","Desktop or Laptop",www,,
,"Privileged Account Management",Laptop,www,,
0%,"Process Documentation",,,,0
,"Process Documentation","Desktop or Laptop",www,,
,"Process Documentation","Disk Array",www,,
,"Process Documentation",Laptop,www,,
0%,"Prompt Account Termination",,,,0
,"Prompt Account Termination","Desktop or Laptop",www,,
,"Prompt Account Termination","Disk Array",www,,
,"Prompt Account Termination",Laptop,www,,
0%,"Record View Logging",,,,0
,"Record View Logging","Desktop or Laptop",www,,
,"Record View Logging","Disk Array",www,,
,"Record View Logging",Laptop,www,,
0%,"Redundant HVAC Equipment",,,,0
,"Redundant HVAC Equipment","Desktop or Laptop",www,,
,"Redundant HVAC Equipment","Disk Array",www,,
,"Redundant HVAC Equipment",Laptop,www,,
0%,"Redundant Internet Connections",,,,0
,"Redundant Internet Connections","Desktop or Laptop",www,,
,"Redundant Internet Connections","Disk Array",www,,
,"Redundant Internet Connections",Laptop,www,,
0%,"Redundant or Spare Equipment",,,,0
,"Redundant or Spare Equipment","Desktop or Laptop",www,,
,"Redundant or Spare Equipment","Disk Array",www,,
,"Redundant or Spare Equipment",Laptop,www,,
,"Redundant or Spare Equipment",Pager,www,,
,"Redundant or Spare Equipment","USB key or flash drive",www,,
0%,"Redundant Service Providers",,,,0
,"Redundant Service Providers","Contractors / Consultants",www,,
0%,"Redundant Telecommunications Providers",,,,0
,"Redundant Telecommunications Providers","Desktop or Laptop",www,,
,"Redundant Telecommunications Providers","Disk Array",www,,
,"Redundant Telecommunications Providers",Laptop,www,,
0%,"Remote Access Controls",,,,0
,"Remote Access Controls","Desktop or Laptop",www,,
,"Remote Access Controls","Disk Array",www,,
,"Remote Access Controls",Laptop,www,,
0%,"Remote Administrative Access",,,,0
,"Remote Administrative Access","Desktop or Laptop",www,,
,"Remote Administrative Access","Disk Array",www,,
,"Remote Administrative Access",Laptop,www,,
0%,"Remote Wipe/Remote Lock",,,,0
,"Remote Wipe/Remote Lock",Laptop,www,,
,"Remote Wipe/Remote Lock",Pager,www,,
,"Remote Wipe/Remote Lock","USB key or flash drive",www,,
0%,"Restrictions on Media Use",,,,0
,"Restrictions on Media Use","Desktop or Laptop",www,,
,"Restrictions on Media Use",Laptop,www,,
0%,"Restrictions on the Use of Internet File Storage",,,,0
,"Restrictions on the Use of Internet File Storage","Desktop or Laptop",www,,
,"Restrictions on the Use of Internet File Storage",Laptop,www,,
0%,"Review of Service Providers",,,,0
,"Review of Service Providers","Contractors / Consultants",www,,
0%,"Role-based Access Control",,,,0
,"Role-based Access Control","Desktop or Laptop",www,,
,"Role-based Access Control","Disk Array",www,,
,"Role-based Access Control",Laptop,www,,
0%,"Sanitize Device/Disks/Media",,,,0
,"Sanitize Device/Disks/Media","Desktop or Laptop",www,,
,"Sanitize Device/Disks/Media","Disk Array",www,,
,"Sanitize Device/Disks/Media",Laptop,www,,
0%,"Secure Password Storage",,,,0
,"Secure Password Storage","Desktop or Laptop",www,,
,"Secure Password Storage",Laptop,www,,
0%,"Secure Software Development Processes",,,,0
,"Secure Software Development Processes","Desktop or Laptop",www,,
,"Secure Software Development Processes","Disk Array",www,,
,"Secure Software Development Processes",Laptop,www,,
0%,"Secure Software Development Training and Awareness",,,,0
,"Secure Software Development Training and Awareness","Desktop or Laptop",www,,
,"Secure Software Development Training and Awareness","Disk Array",www,,
,"Secure Software Development Training and Awareness",Laptop,www,,
100%,"Secure Storage of Backup Media When Not in Use",,,,0
,"Secure Storage of Backup Media When Not in Use","Backup Media",www,No,
0%,"Security During Systems Acquisition",,,,0
,"Security During Systems Acquisition","Contractors / Consultants",www,,
,"Security During Systems Acquisition","Desktop or Laptop",www,,
,"Security During Systems Acquisition",Laptop,www,,
0%,"Security Standards for Software Development",,,,0
,"Security Standards for Software Development","Desktop or Laptop",www,,
,"Security Standards for Software Development","Disk Array",www,,
,"Security Standards for Software Development",Laptop,www,,
0%,"Security/Privacy Awareness and Training",,,,0
,"Security/Privacy Awareness and Training","Desktop or Laptop",www,,
,"Security/Privacy Awareness and Training","Disk Array",www,,
,"Security/Privacy Awareness and Training",Laptop,www,,
0%,"Segregation of Duties",,,,0
,"Segregation of Duties","Desktop or Laptop",www,,
,"Segregation of Duties","Disk Array",www,,
,"Segregation of Duties",Laptop,www,,
0%,"Service-level Agreements",,,,0
,"Service-level Agreements","Contractors / Consultants",www,,
0%,"Single Sign-on",,,,0
,"Single Sign-on","Desktop or Laptop",www,,
,"Single Sign-on","Disk Array",www,,
,"Single Sign-on",Laptop,www,,
0%,"Snooping Detective Software",,,,0
,"Snooping Detective Software","Desktop or Laptop",www,,
,"Snooping Detective Software","Disk Array",www,,
,"Snooping Detective Software",Laptop,www,,
0%,"Social Engineering Testing",,,,0
,"Social Engineering Testing","Desktop or Laptop",www,,
,"Social Engineering Testing","Disk Array",www,,
,"Social Engineering Testing",Laptop,www,,
0%,"Standardized System Configurations",,,,0
,"Standardized System Configurations","Desktop or Laptop",www,,
,"Standardized System Configurations","Disk Array",www,,
,"Standardized System Configurations",Laptop,www,,
0%,"Surge Protectors",,,,0
,"Surge Protectors","Desktop or Laptop",www,,
,"Surge Protectors","Disk Array",www,,
,"Surge Protectors",Laptop,www,,
0%,"System and Lifecycle Maintenance",,,,0
,"System and Lifecycle Maintenance","Desktop or Laptop",www,,
,"System and Lifecycle Maintenance",Laptop,www,,
0%,"System Configuration Management",,,,0
,"System Configuration Management","Desktop or Laptop",www,,
,"System Configuration Management",Laptop,www,,
0%,"System Isolation",,,,0
,"System Isolation","Desktop or Laptop",www,,
,"System Isolation",Laptop,www,,
25%,"Tamper-proof Mechanisms",,,,0
,"Tamper-proof Mechanisms","Backup Media",www,Yes,
,"Tamper-proof Mechanisms","Desktop or Laptop",www,,
,"Tamper-proof Mechanisms","Disk Array",www,,
,"Tamper-proof Mechanisms",Laptop,www,,
100%,TestControls,,,,1
,TestControls,"Backup Media",www,Yes,
0%,"Testing of Password Strengths",,,,0
,"Testing of Password Strengths","Desktop or Laptop",www,,
,"Testing of Password Strengths","Disk Array",www,,
,"Testing of Password Strengths",Laptop,www,,
100%,"Tracking of Backup Media",,,,0
,"Tracking of Backup Media","Backup Media",www,Yes,
0%,"Tracking of Device",,,,0
,"Tracking of Device",Laptop,www,,
,"Tracking of Device",Pager,www,,
,"Tracking of Device","USB key or flash drive",www,,
0%,"Training for the Security Workforce",,,,0
,"Training for the Security Workforce","Desktop or Laptop",www,,
,"Training for the Security Workforce","Disk Array",www,,
,"Training for the Security Workforce",Laptop,www,,
0%,"Two-man Rule",,,,0
,"Two-man Rule","Desktop or Laptop",www,,
,"Two-man Rule","Disk Array",www,,
,"Two-man Rule",Laptop,www,,
0%,"Uninterruptible Power Supply (UPS)",,,,0
,"Uninterruptible Power Supply (UPS)","Desktop or Laptop",www,,
,"Uninterruptible Power Supply (UPS)","Disk Array",www,,
,"Uninterruptible Power Supply (UPS)",Laptop,www,,
0%,"User Account Management",,,,0
,"User Account Management","Desktop or Laptop",www,,
,"User Account Management","Disk Array",www,,
,"User Account Management",Laptop,www,,
0%,"User Activity Review",,,,0
,"User Activity Review","Desktop or Laptop",www,,
,"User Activity Review","Disk Array",www,,
,"User Activity Review",Laptop,www,,
0%,"User Permissions Reviews",,,,0
,"User Permissions Reviews","Desktop or Laptop",www,,
,"User Permissions Reviews","Disk Array",www,,
,"User Permissions Reviews",Laptop,www,,
25%,"Visitor Access Control",,,,0
,"Visitor Access Control","Backup Media",www,In_progress,
,"Visitor Access Control","Desktop or Laptop",www,,
,"Visitor Access Control","Disk Array",www,,
,"Visitor Access Control",Laptop,www,,
0%,"Wireless Access Restrictions",,,,0
,"Wireless Access Restrictions","Desktop or Laptop",www,,
,"Wireless Access Restrictions","Disk Array",www,,
,"Wireless Access Restrictions",Laptop,www,,
0%,"Wireless Encryption",,,,0
,"Wireless Encryption","Desktop or Laptop",www,,
,"Wireless Encryption","Disk Array",www,,
,"Wireless Encryption",Laptop,www,,
0%,"Wireless Link Protection",,,,0
,"Wireless Link Protection","Desktop or Laptop",www,,
,"Wireless Link Protection","Disk Array",www,,
,"Wireless Link Protection",Laptop,www,,
0%,"Wireless Security Policy and Procedures",,,,0
,"Wireless Security Policy and Procedures","Desktop or Laptop",www,,
,"Wireless Security Policy and Procedures","Disk Array",www,,
,"Wireless Security Policy and Procedures",Laptop,www,,
